purchase_order_id,product_id,supplier_id,quantity,lead_time_days,purchase_order_date
1235,77,46,480,20,2023-02-21 10:00:00
1236,194,15,458,18,2023-02-21 11:00:00
1237,64,45,206,36,2023-02-21 12:00:00
1238,151,3,303,31,2023-02-21 13:00:00
1239,175,8,487,16,2023-02-21 14:00:00
1240,85,7,491,33,2023-02-21 15:00:00
1241,88,40,316,12,2023-02-21 16:00:00
1242,125,5,391,17,2023-02-21 17:00:00
1243,79,8,225,22,2023-02-21 18:00:00
1244,117,17,166,24,2023-02-21 19:00:00
1245,130,2,349,37,2023-02-21 20:00:00
1246,76,32,126,28,2023-02-21 21:00:00
1247,2,17,209,30,2023-02-21 22:00:00
1248,72,50,44,1,2023-02-21 23:00:00
1249,134,47,419,7,2023-02-22 00:00:00
1250,60,11,275,35,2023-02-22 01:00:00
1251,52,43,476,18,2023-02-22 02:00:00
1252,152,31,152,12,2023-02-22 03:00:00
1253,84,43,220,7,2023-02-22 04:00:00
1254,119,33,200,6,2023-02-22 05:00:00
1255,14,29,204,5,2023-02-22 06:00:00
1256,174,23,475,13,2023-02-22 07:00:00
1257,143,27,29,11,2023-02-22 08:00:00
1258,22,33,61,8,2023-02-22 09:00:00
1259,82,33,44,26,2023-02-22 10:00:00
1260,29,48,409,15,2023-02-22 11:00:00
1261,76,43,111,31,2023-02-22 12:00:00
1262,196,45,126,10,2023-02-22 13:00:00
1263,111,2,435,20,2023-02-22 14:00:00
1264,37,35,139,23,2023-02-22 15:00:00
1265,87,18,93,32,2023-02-22 16:00:00
1266,76,50,478,17,2023-02-22 17:00:00
1267,190,48,38,6,2023-02-22 18:00:00
1268,122,18,141,24,2023-02-22 19:00:00
1269,56,15,13,6,2023-02-22 20:00:00
1270,73,36,21,11,2023-02-22 21:00:00
1271,130,49,86,9,2023-02-22 22:00:00
1272,111,41,65,34,2023-02-22 23:00:00
1273,79,32,305,15,2023-02-23 00:00:00
1274,36,23,274,39,2023-02-23 01:00:00
1275,125,28,232,36,2023-02-23 02:00:00
1276,179,7,433,30,2023-02-23 03:00:00
1277,18,7,193,24,2023-02-23 04:00:00
1278,25,43,481,32,2023-02-23 05:00:00
1279,154,21,379,14,2023-02-23 06:00:00
1280,168,7,35,33,2023-02-23 07:00:00
1281,154,34,182,11,2023-02-23 08:00:00
1282,107,27,372,22,2023-02-23 09:00:00
1283,167,5,347,18,2023-02-23 10:00:00
1284,192,40,222,9,2023-02-23 11:00:00
1285,182,3,168,19,2023-02-23 12:00:00
1286,43,11,19,3,2023-02-23 13:00:00
1287,173,4,187,15,2023-02-23 14:00:00
1288,61,41,267,20,2023-02-23 15:00:00
1289,96,8,195,32,2023-02-23 16:00:00
1290,112,43,241,5,2023-02-23 17:00:00
1291,92,22,356,28,2023-02-23 18:00:00
1292,150,5,291,4,2023-02-23 19:00:00
1293,47,6,339,35,2023-02-23 20:00:00
1294,183,3,484,3,2023-02-23 21:00:00
1295,131,24,476,26,2023-02-23 22:00:00
1296,120,10,21,19,2023-02-23 23:00:00
1297,54,44,492,3,2023-02-24 00:00:00
1298,87,15,304,33,2023-02-24 01:00:00
1299,39,10,213,30,2023-02-24 02:00:00
1300,11,48,19,2,2023-02-24 03:00:00
1301,130,13,274,3,2023-02-24 04:00:00
1302,127,7,189,1,2023-02-24 05:00:00
1303,133,44,393,17,2023-02-24 06:00:00
1304,196,49,279,3,2023-02-24 07:00:00
1305,171,21,445,7,2023-02-24 08:00:00
1306,179,32,310,16,2023-02-24 09:00:00
1307,119,4,289,9,2023-02-24 10:00:00
1308,133,7,59,21,2023-02-24 11:00:00
1309,180,19,107,6,2023-02-24 12:00:00
1310,46,28,267,16,2023-02-24 13:00:00
1311,96,40,189,33,2023-02-24 14:00:00
1312,154,8,180,39,2023-02-24 15:00:00
1313,111,48,76,33,2023-02-24 16:00:00
1314,128,9,316,29,2023-02-24 17:00:00
1315,199,6,354,29,2023-02-24 18:00:00
1316,14,19,99,36,2023-02-24 19:00:00
1317,129,15,9,11,2023-02-24 20:00:00
1318,154,22,407,3,2023-02-24 21:00:00
1319,166,9,358,10,2023-02-24 22:00:00
1320,156,13,454,3,2023-02-24 23:00:00
1321,24,16,193,39,2023-02-25 00:00:00
1322,82,18,384,1,2023-02-25 01:00:00
1323,11,41,347,15,2023-02-25 02:00:00
1324,13,40,260,23,2023-02-25 03:00:00
1325,68,49,396,32,2023-02-25 04:00:00
1326,60,12,342,31,2023-02-25 05:00:00
1327,83,40,444,14,2023-02-25 06:00:00
1328,21,42,432,30,2023-02-25 07:00:00
1329,163,40,250,2,2023-02-25 08:00:00
1330,13,38,46,26,2023-02-25 09:00:00
1331,175,6,16,30,2023-02-25 10:00:00
1332,52,41,193,14,2023-02-25 11:00:00
1333,62,11,11,2,2023-02-25 12:00:00
1334,44,20,172,27,2023-02-25 13:00:00
1335,36,39,450,25,2023-02-25 14:00:00
1336,93,39,336,17,2023-02-25 15:00:00
1337,28,48,199,9,2023-02-25 16:00:00
1338,164,39,470,34,2023-02-25 17:00:00
1339,29,12,445,25,2023-02-25 18:00:00
1340,81,27,157,22,2023-02-25 19:00:00
1341,48,32,320,17,2023-02-25 20:00:00
1342,144,15,270,23,2023-02-25 21:00:00
1343,27,45,362,32,2023-02-25 22:00:00
1344,158,21,23,8,2023-02-25 23:00:00
1345,5,50,322,37,2023-02-26 00:00:00
1346,176,23,303,32,2023-02-26 01:00:00
1347,94,14,17,1,2023-02-26 02:00:00
1348,175,31,173,18,2023-02-26 03:00:00
1349,149,44,65,10,2023-02-26 04:00:00
1350,148,21,68,26,2023-02-26 05:00:00
1351,22,46,434,36,2023-02-26 06:00:00
1352,173,21,233,26,2023-02-26 07:00:00
1353,40,2,428,8,2023-02-26 08:00:00
1354,8,13,416,8,2023-02-26 09:00:00
1355,183,34,247,9,2023-02-26 10:00:00
1356,91,34,332,11,2023-02-26 11:00:00
1357,126,43,395,6,2023-02-26 12:00:00
1358,24,31,197,8,2023-02-26 13:00:00
1359,28,37,74,6,2023-02-26 14:00:00
1360,102,23,34,19,2023-02-26 15:00:00
1361,200,26,256,11,2023-02-26 16:00:00
1362,15,22,207,4,2023-02-26 17:00:00
1363,162,41,323,14,2023-02-26 18:00:00
1364,74,20,353,1,2023-02-26 19:00:00
1365,65,28,406,25,2023-02-26 20:00:00
1366,131,12,297,29,2023-02-26 21:00:00
1367,46,11,393,35,2023-02-26 22:00:00
1368,172,35,480,6,2023-02-26 23:00:00
1369,165,37,365,35,2023-02-27 00:00:00
1370,16,18,292,9,2023-02-27 01:00:00
1371,174,4,30,37,2023-02-27 02:00:00
1372,130,40,177,33,2023-02-27 03:00:00
1373,166,15,247,31,2023-02-27 04:00:00
1374,89,32,253,5,2023-02-27 05:00:00
1375,145,18,125,7,2023-02-27 06:00:00
1376,170,27,402,26,2023-02-27 07:00:00
1377,145,13,64,21,2023-02-27 08:00:00
1378,81,2,99,36,2023-02-27 09:00:00
1379,182,2,235,35,2023-02-27 10:00:00
1380,14,41,366,15,2023-02-27 11:00:00
1381,63,35,439,2,2023-02-27 12:00:00
1382,171,43,12,34,2023-02-27 13:00:00
1383,145,11,473,12,2023-02-27 14:00:00
1384,105,10,286,2,2023-02-27 15:00:00
1385,39,33,143,30,2023-02-27 16:00:00
1386,118,49,395,21,2023-02-27 17:00:00
1387,89,34,107,9,2023-02-27 18:00:00
1388,194,47,18,34,2023-02-27 19:00:00
1389,3,12,345,8,2023-02-27 20:00:00
1390,4,32,210,24,2023-02-27 21:00:00
1391,1,2,384,35,2023-02-27 22:00:00
1392,92,24,214,38,2023-02-27 23:00:00
1393,15,16,293,39,2023-02-28 00:00:00
1394,103,37,467,30,2023-02-28 01:00:00
1395,50,6,391,12,2023-02-28 02:00:00
1396,103,5,26,34,2023-02-28 03:00:00
1397,164,2,201,30,2023-02-28 04:00:00
1398,139,11,305,2,2023-02-28 05:00:00
1399,48,23,267,6,2023-02-28 06:00:00
1400,110,9,374,37,2023-02-28 07:00:00
1401,40,24,192,16,2023-02-28 08:00:00
1402,110,23,326,28,2023-02-28 09:00:00
1403,140,16,335,4,2023-02-28 10:00:00
1404,119,46,449,26,2023-02-28 11:00:00
1405,26,4,190,4,2023-02-28 12:00:00
1406,179,29,94,12,2023-02-28 13:00:00
1407,143,29,390,3,2023-02-28 14:00:00
1408,98,38,239,25,2023-02-28 15:00:00
1409,126,44,446,5,2023-02-28 16:00:00
1410,22,30,43,20,2023-02-28 17:00:00
1411,145,2,3,30,2023-02-28 18:00:00
1412,184,19,385,7,2023-02-28 19:00:00
1413,172,50,414,37,2023-02-28 20:00:00
1414,163,11,19,16,2023-02-28 21:00:00
1415,56,5,377,11,2023-02-28 22:00:00
1416,113,18,43,13,2023-02-28 23:00:00
1417,73,1,293,9,2023-03-01 00:00:00
1418,139,25,474,33,2023-03-01 01:00:00
1419,2,12,156,28,2023-03-01 02:00:00
1420,13,36,47,17,2023-03-01 03:00:00
1421,158,26,5,36,2023-03-01 04:00:00
1422,7,13,322,7,2023-03-01 05:00:00
1423,76,13,385,21,2023-03-01 06:00:00
1424,143,32,269,15,2023-03-01 07:00:00
1425,158,22,121,31,2023-03-01 08:00:00
1426,125,17,16,18,2023-03-01 09:00:00
1427,96,42,183,7,2023-03-01 10:00:00
1428,96,33,467,3,2023-03-01 11:00:00
1429,69,41,497,13,2023-03-01 12:00:00
1430,187,20,310,32,2023-03-01 13:00:00
1431,98,49,378,34,2023-03-01 14:00:00
1432,57,48,462,29,2023-03-01 15:00:00
1433,173,32,56,36,2023-03-01 16:00:00
1434,13,46,449,14,2023-03-01 17:00:00
1435,147,7,194,22,2023-03-01 18:00:00
1436,17,33,24,23,2023-03-01 19:00:00
1437,81,50,452,31,2023-03-01 20:00:00
1438,55,35,349,19,2023-03-01 21:00:00
1439,14,47,271,12,2023-03-01 22:00:00
1440,126,38,56,9,2023-03-01 23:00:00
1441,114,37,322,23,2023-03-02 00:00:00
1442,12,40,436,23,2023-03-02 01:00:00
1443,164,20,243,2,2023-03-02 02:00:00
1444,24,44,324,15,2023-03-02 03:00:00
1445,4,35,23,26,2023-03-02 04:00:00
1446,109,47,297,35,2023-03-02 05:00:00
1447,40,32,29,10,2023-03-02 06:00:00
1448,132,7,84,29,2023-03-02 07:00:00
1449,147,21,310,16,2023-03-02 08:00:00
1450,104,9,317,3,2023-03-02 09:00:00
1451,66,12,451,23,2023-03-02 10:00:00
1452,22,23,317,27,2023-03-02 11:00:00
1453,130,4,3,32,2023-03-02 12:00:00
1454,196,36,436,24,2023-03-02 13:00:00
1455,129,37,478,19,2023-03-02 14:00:00
1456,198,17,177,35,2023-03-02 15:00:00
1457,25,3,378,13,2023-03-02 16:00:00
1458,12,37,244,31,2023-03-02 17:00:00
1459,194,19,18,19,2023-03-02 18:00:00
1460,65,49,250,29,2023-03-02 19:00:00
1461,124,1,409,28,2023-03-02 20:00:00
1462,113,8,24,4,2023-03-02 21:00:00
1463,79,50,431,12,2023-03-02 22:00:00
1464,119,1,261,22,2023-03-02 23:00:00
1465,172,14,381,38,2023-03-03 00:00:00
1466,5,31,140,12,2023-03-03 01:00:00
1467,106,30,16,3,2023-03-03 02:00:00
1468,10,1,352,24,2023-03-03 03:00:00
1469,39,15,167,8,2023-03-03 04:00:00
1470,58,30,329,14,2023-03-03 05:00:00
1471,185,48,258,32,2023-03-03 06:00:00
1472,7,35,332,11,2023-03-03 07:00:00
1473,157,9,475,8,2023-03-03 08:00:00
1474,41,22,225,18,2023-03-03 09:00:00
1475,50,9,333,9,2023-03-03 10:00:00
1476,86,34,140,10,2023-03-03 11:00:00
1477,46,5,403,26,2023-03-03 12:00:00
1478,100,24,88,20,2023-03-03 13:00:00
1479,85,17,274,6,2023-03-03 14:00:00
1480,192,25,204,3,2023-03-03 15:00:00
1481,142,35,247,16,2023-03-03 16:00:00
1482,118,13,427,36,2023-03-03 17:00:00
1483,134,46,44,35,2023-03-03 18:00:00
1484,7,45,493,23,2023-03-03 19:00:00
1485,174,27,140,5,2023-03-03 20:00:00
1486,29,26,442,26,2023-03-03 21:00:00
1487,70,37,212,6,2023-03-03 22:00:00
1488,160,4,358,38,2023-03-03 23:00:00
1489,93,43,303,17,2023-03-04 00:00:00
1490,177,36,16,4,2023-03-04 01:00:00
1491,164,38,262,27,2023-03-04 02:00:00
1492,94,30,462,6,2023-03-04 03:00:00
1493,32,45,107,25,2023-03-04 04:00:00
1494,61,40,265,21,2023-03-04 05:00:00
1495,148,46,201,27,2023-03-04 06:00:00
1496,199,14,4,21,2023-03-04 07:00:00
1497,166,33,227,39,2023-03-04 08:00:00
1498,194,2,343,20,2023-03-04 09:00:00
1499,47,49,283,14,2023-03-04 10:00:00
1500,123,34,152,21,2023-03-04 11:00:00
1501,176,42,304,15,2023-03-04 12:00:00
1502,99,36,405,24,2023-03-04 13:00:00
1503,15,17,298,34,2023-03-04 14:00:00
1504,199,50,158,4,2023-03-04 15:00:00
1505,40,19,496,37,2023-03-04 16:00:00
1506,107,29,128,33,2023-03-04 17:00:00
1507,67,9,265,38,2023-03-04 18:00:00
1508,128,19,482,4,2023-03-04 19:00:00
1509,142,7,209,19,2023-03-04 20:00:00
1510,109,16,106,4,2023-03-04 21:00:00
1511,29,47,122,17,2023-03-04 22:00:00
1512,119,47,9,34,2023-03-04 23:00:00
1513,22,29,171,16,2023-03-05 00:00:00
1514,15,29,454,15,2023-03-05 01:00:00
1515,170,29,191,20,2023-03-05 02:00:00
1516,67,4,41,7,2023-03-05 03:00:00
1517,55,23,172,32,2023-03-05 04:00:00
1518,4,14,20,30,2023-03-05 05:00:00
1519,130,42,331,14,2023-03-05 06:00:00
1520,169,6,480,5,2023-03-05 07:00:00
1521,90,17,426,38,2023-03-05 08:00:00
1522,192,20,3,31,2023-03-05 09:00:00
1523,161,41,72,4,2023-03-05 10:00:00
1524,139,6,43,7,2023-03-05 11:00:00
1525,57,16,405,26,2023-03-05 12:00:00
1526,12,49,464,10,2023-03-05 13:00:00
1527,156,35,355,18,2023-03-05 14:00:00
1528,85,38,417,11,2023-03-05 15:00:00
1529,151,35,435,35,2023-03-05 16:00:00
1530,6,30,140,37,2023-03-05 17:00:00
1531,174,25,73,24,2023-03-05 18:00:00
1532,91,34,265,15,2023-03-05 19:00:00
1533,195,5,24,1,2023-03-05 20:00:00
1534,168,48,9,34,2023-03-05 21:00:00
1535,182,6,268,35,2023-03-05 22:00:00
1536,20,43,423,15,2023-03-05 23:00:00
1537,138,41,21,19,2023-03-06 00:00:00
1538,173,36,250,33,2023-03-06 01:00:00
1539,200,20,316,7,2023-03-06 02:00:00
1540,24,13,474,38,2023-03-06 03:00:00
1541,4,29,494,38,2023-03-06 04:00:00
1542,151,27,340,14,2023-03-06 05:00:00
1543,68,30,103,18,2023-03-06 06:00:00
1544,2,9,6,24,2023-03-06 07:00:00
1545,188,42,120,11,2023-03-06 08:00:00
1546,104,45,478,21,2023-03-06 09:00:00
1547,107,6,485,16,2023-03-06 10:00:00
1548,147,30,263,14,2023-03-06 11:00:00
1549,83,34,380,17,2023-03-06 12:00:00
1550,23,50,321,21,2023-03-06 13:00:00
1551,55,42,152,10,2023-03-06 14:00:00
1552,55,7,360,17,2023-03-06 15:00:00
1553,86,3,454,34,2023-03-06 16:00:00
1554,133,7,206,30,2023-03-06 17:00:00
1555,147,49,280,22,2023-03-06 18:00:00
1556,79,37,293,5,2023-03-06 19:00:00
1557,41,33,272,20,2023-03-06 20:00:00
1558,147,35,164,7,2023-03-06 21:00:00
1559,154,41,5,23,2023-03-06 22:00:00
1560,62,25,323,7,2023-03-06 23:00:00
1561,123,34,292,23,2023-03-07 00:00:00
1562,122,47,471,7,2023-03-07 01:00:00
1563,14,46,270,38,2023-03-07 02:00:00
1564,36,16,296,5,2023-03-07 03:00:00
1565,118,46,180,34,2023-03-07 04:00:00
1566,190,3,194,35,2023-03-07 05:00:00
1567,26,25,313,26,2023-03-07 06:00:00
1568,54,23,486,33,2023-03-07 07:00:00
1569,149,14,180,15,2023-03-07 08:00:00
1570,94,20,191,28,2023-03-07 09:00:00
1571,60,3,41,29,2023-03-07 10:00:00
1572,39,30,467,22,2023-03-07 11:00:00
1573,158,6,391,7,2023-03-07 12:00:00
1574,180,35,384,14,2023-03-07 13:00:00
1575,80,33,12,10,2023-03-07 14:00:00
1576,65,6,434,16,2023-03-07 15:00:00
1577,2,49,44,19,2023-03-07 16:00:00
1578,112,22,100,36,2023-03-07 17:00:00
1579,57,2,350,30,2023-03-07 18:00:00
1580,63,23,74,26,2023-03-07 19:00:00
1581,88,21,413,7,2023-03-07 20:00:00
1582,145,13,2,22,2023-03-07 21:00:00
1583,83,16,87,21,2023-03-07 22:00:00
1584,154,26,390,20,2023-03-07 23:00:00
1585,32,13,242,19,2023-03-08 00:00:00
1586,37,25,423,2,2023-03-08 01:00:00
1587,71,19,72,31,2023-03-08 02:00:00
1588,166,1,25,38,2023-03-08 03:00:00
1589,75,15,169,15,2023-03-08 04:00:00
1590,153,14,73,7,2023-03-08 05:00:00
1591,144,49,466,31,2023-03-08 06:00:00
1592,125,45,213,31,2023-03-08 07:00:00
1593,136,1,299,22,2023-03-08 08:00:00
1594,57,39,492,12,2023-03-08 09:00:00
1595,12,2,242,23,2023-03-08 10:00:00
1596,142,4,236,6,2023-03-08 11:00:00
1597,169,9,14,10,2023-03-08 12:00:00
1598,38,33,79,28,2023-03-08 13:00:00
1599,116,44,183,35,2023-03-08 14:00:00
1600,123,15,365,5,2023-03-08 15:00:00
1601,14,37,108,10,2023-03-08 16:00:00
1602,39,23,189,39,2023-03-08 17:00:00
1603,83,31,43,7,2023-03-08 18:00:00
1604,63,39,316,19,2023-03-08 19:00:00
1605,57,33,492,32,2023-03-08 20:00:00
1606,32,42,401,11,2023-03-08 21:00:00
1607,125,25,33,3,2023-03-08 22:00:00
1608,45,6,64,21,2023-03-08 23:00:00
1609,28,21,342,26,2023-03-09 00:00:00
1610,56,11,71,36,2023-03-09 01:00:00
1611,37,4,181,13,2023-03-09 02:00:00
1612,191,35,185,15,2023-03-09 03:00:00
1613,118,15,422,8,2023-03-09 04:00:00
1614,91,39,255,39,2023-03-09 05:00:00
1615,116,10,293,2,2023-03-09 06:00:00
1616,95,2,40,38,2023-03-09 07:00:00
1617,112,27,160,29,2023-03-09 08:00:00
1618,70,40,85,1,2023-03-09 09:00:00
1619,84,4,7,3,2023-03-09 10:00:00
1620,148,45,202,10,2023-03-09 11:00:00
1621,199,2,5,39,2023-03-09 12:00:00
1622,70,45,211,26,2023-03-09 13:00:00
1623,142,8,249,39,2023-03-09 14:00:00
1624,174,50,204,15,2023-03-09 15:00:00
1625,10,25,263,15,2023-03-09 16:00:00
1626,69,34,283,30,2023-03-09 17:00:00
1627,200,6,135,33,2023-03-09 18:00:00
1628,118,48,479,22,2023-03-09 19:00:00
1629,166,41,96,4,2023-03-09 20:00:00
1630,137,9,103,7,2023-03-09 21:00:00
1631,112,35,377,6,2023-03-09 22:00:00
1632,177,37,224,14,2023-03-09 23:00:00
1633,76,3,465,37,2023-03-10 00:00:00
1634,66,14,426,22,2023-03-10 01:00:00
1635,41,30,35,13,2023-03-10 02:00:00
1636,94,30,165,9,2023-03-10 03:00:00
1637,88,1,417,21,2023-03-10 04:00:00
1638,76,20,381,35,2023-03-10 05:00:00
1639,14,40,324,13,2023-03-10 06:00:00
1640,141,6,44,35,2023-03-10 07:00:00
1641,112,4,91,20,2023-03-10 08:00:00
1642,169,6,453,6,2023-03-10 09:00:00
1643,29,9,264,2,2023-03-10 10:00:00
1644,98,26,338,3,2023-03-10 11:00:00
1645,94,45,165,20,2023-03-10 12:00:00
1646,26,21,465,2,2023-03-10 13:00:00
1647,41,41,91,14,2023-03-10 14:00:00
1648,94,17,216,16,2023-03-10 15:00:00
1649,97,3,74,14,2023-03-10 16:00:00
1650,144,43,117,11,2023-03-10 17:00:00
1651,141,13,117,22,2023-03-10 18:00:00
1652,41,20,29,31,2023-03-10 19:00:00
1653,193,41,460,12,2023-03-10 20:00:00
1654,193,31,144,32,2023-03-10 21:00:00
1655,42,42,156,3,2023-03-10 22:00:00
1656,62,9,424,15,2023-03-10 23:00:00
1657,113,36,314,34,2023-03-11 00:00:00
1658,158,17,19,19,2023-03-11 01:00:00
1659,115,23,349,23,2023-03-11 02:00:00
1660,88,8,62,16,2023-03-11 03:00:00
1661,197,21,386,6,2023-03-11 04:00:00
1662,86,37,61,6,2023-03-11 05:00:00
1663,63,28,216,29,2023-03-11 06:00:00
1664,174,50,156,16,2023-03-11 07:00:00
1665,195,1,132,28,2023-03-11 08:00:00
1666,61,17,132,17,2023-03-11 09:00:00
1667,69,14,315,35,2023-03-11 10:00:00
1668,135,35,257,11,2023-03-11 11:00:00
1669,43,50,77,27,2023-03-11 12:00:00
1670,56,9,219,9,2023-03-11 13:00:00
1671,34,47,91,16,2023-03-11 14:00:00
1672,120,2,70,17,2023-03-11 15:00:00
1673,65,40,111,10,2023-03-11 16:00:00
1674,137,48,437,5,2023-03-11 17:00:00
1675,101,43,322,27,2023-03-11 18:00:00
1676,11,26,394,21,2023-03-11 19:00:00
1677,69,19,100,27,2023-03-11 20:00:00
1678,53,16,413,29,2023-03-11 21:00:00
1679,158,15,235,24,2023-03-11 22:00:00
1680,142,34,381,30,2023-03-11 23:00:00
1681,103,37,76,33,2023-03-12 00:00:00
1682,22,20,493,16,2023-03-12 01:00:00
1683,109,33,292,2,2023-03-12 02:00:00
1684,175,48,12,25,2023-03-12 03:00:00
1685,166,44,80,2,2023-03-12 04:00:00
1686,136,37,286,14,2023-03-12 05:00:00
1687,15,22,379,23,2023-03-12 06:00:00
1688,85,45,64,27,2023-03-12 07:00:00
1689,84,4,201,32,2023-03-12 08:00:00
1690,115,45,101,15,2023-03-12 09:00:00
1691,153,49,54,29,2023-03-12 10:00:00
1692,149,10,364,3,2023-03-12 11:00:00
1693,72,1,196,1,2023-03-12 12:00:00
1694,70,30,281,10,2023-03-12 13:00:00
1695,12,20,487,35,2023-03-12 14:00:00
1696,126,41,415,24,2023-03-12 15:00:00
1697,138,25,453,34,2023-03-12 16:00:00
1698,115,50,243,34,2023-03-12 17:00:00
1699,35,7,286,22,2023-03-12 18:00:00
1700,166,40,449,28,2023-03-12 19:00:00
1701,89,16,188,16,2023-03-12 20:00:00
1702,55,11,494,27,2023-03-12 21:00:00
1703,124,27,288,18,2023-03-12 22:00:00
1704,51,22,258,28,2023-03-12 23:00:00
1705,11,17,217,12,2023-03-13 00:00:00
1706,191,15,153,38,2023-03-13 01:00:00
1707,28,20,449,22,2023-03-13 02:00:00
1708,2,21,167,29,2023-03-13 03:00:00
1709,194,6,3,39,2023-03-13 04:00:00
1710,69,6,42,6,2023-03-13 05:00:00
1711,40,4,450,31,2023-03-13 06:00:00
1712,145,6,127,35,2023-03-13 07:00:00
1713,187,38,271,30,2023-03-13 08:00:00
1714,140,34,361,24,2023-03-13 09:00:00
1715,47,9,106,2,2023-03-13 10:00:00
1716,132,7,138,22,2023-03-13 11:00:00
1717,196,36,204,2,2023-03-13 12:00:00
1718,68,16,243,4,2023-03-13 13:00:00
1719,32,2,56,17,2023-03-13 14:00:00
1720,47,42,367,11,2023-03-13 15:00:00
1721,63,44,470,20,2023-03-13 16:00:00
1722,146,11,241,17,2023-03-13 17:00:00
1723,138,7,291,30,2023-03-13 18:00:00
1724,72,1,345,17,2023-03-13 19:00:00
1725,191,23,295,23,2023-03-13 20:00:00
1726,41,28,267,25,2023-03-13 21:00:00
1727,159,11,455,19,2023-03-13 22:00:00
1728,26,23,131,37,2023-03-13 23:00:00
1729,45,42,328,24,2023-03-14 00:00:00
1730,194,32,191,17,2023-03-14 01:00:00
1731,150,35,318,33,2023-03-14 02:00:00
1732,146,30,115,28,2023-03-14 03:00:00
1733,127,35,197,38,2023-03-14 04:00:00
1734,16,32,390,4,2023-03-14 05:00:00
1735,183,37,231,7,2023-03-14 06:00:00
1736,34,39,257,2,2023-03-14 07:00:00
1737,199,43,113,15,2023-03-14 08:00:00
1738,175,20,285,12,2023-03-14 09:00:00
1739,61,28,271,22,2023-03-14 10:00:00
1740,91,37,451,3,2023-03-14 11:00:00
1741,40,26,407,31,2023-03-14 12:00:00
1742,105,29,214,23,2023-03-14 13:00:00
1743,172,14,261,24,2023-03-14 14:00:00
1744,192,24,342,23,2023-03-14 15:00:00
1745,103,11,341,32,2023-03-14 16:00:00
1746,109,26,42,30,2023-03-14 17:00:00
1747,72,34,136,28,2023-03-14 18:00:00
1748,39,39,296,19,2023-03-14 19:00:00
1749,113,47,465,11,2023-03-14 20:00:00
1750,111,10,235,11,2023-03-14 21:00:00
1751,178,34,219,14,2023-03-14 22:00:00
1752,149,20,274,17,2023-03-14 23:00:00
1753,97,9,124,17,2023-03-15 00:00:00
1754,112,10,389,8,2023-03-15 01:00:00
1755,46,32,116,1,2023-03-15 02:00:00
1756,159,35,358,34,2023-03-15 03:00:00
1757,95,45,332,19,2023-03-15 04:00:00
1758,34,11,408,39,2023-03-15 05:00:00
1759,86,21,343,25,2023-03-15 06:00:00
1760,145,32,337,10,2023-03-15 07:00:00
1761,30,28,73,14,2023-03-15 08:00:00
1762,164,47,166,24,2023-03-15 09:00:00
1763,138,36,129,29,2023-03-15 10:00:00
1764,114,18,286,31,2023-03-15 11:00:00
1765,121,19,210,30,2023-03-15 12:00:00
1766,81,36,234,31,2023-03-15 13:00:00
1767,97,19,27,27,2023-03-15 14:00:00
1768,160,44,30,8,2023-03-15 15:00:00
1769,4,2,441,22,2023-03-15 16:00:00
1770,198,43,211,13,2023-03-15 17:00:00
1771,59,22,350,13,2023-03-15 18:00:00
1772,41,33,133,24,2023-03-15 19:00:00
1773,12,22,75,38,2023-03-15 20:00:00
1774,16,5,161,38,2023-03-15 21:00:00
1775,196,2,132,1,2023-03-15 22:00:00
1776,129,36,404,15,2023-03-15 23:00:00
1777,59,16,417,8,2023-03-16 00:00:00
1778,34,13,133,33,2023-03-16 01:00:00
1779,128,44,323,39,2023-03-16 02:00:00
1780,155,34,349,31,2023-03-16 03:00:00
1781,97,17,372,13,2023-03-16 04:00:00
1782,78,50,317,28,2023-03-16 05:00:00
1783,1,38,490,29,2023-03-16 06:00:00
1784,165,35,458,10,2023-03-16 07:00:00
1785,141,14,299,34,2023-03-16 08:00:00
1786,106,44,171,33,2023-03-16 09:00:00
1787,196,12,63,34,2023-03-16 10:00:00
1788,87,28,298,28,2023-03-16 11:00:00
1789,152,29,438,9,2023-03-16 12:00:00
1790,78,37,92,27,2023-03-16 13:00:00
1791,136,25,106,26,2023-03-16 14:00:00
1792,2,7,244,23,2023-03-16 15:00:00
1793,70,33,266,10,2023-03-16 16:00:00
1794,109,35,45,10,2023-03-16 17:00:00
1795,76,45,395,7,2023-03-16 18:00:00
1796,143,44,13,4,2023-03-16 19:00:00
1797,122,5,122,9,2023-03-16 20:00:00
1798,42,10,422,20,2023-03-16 21:00:00
1799,193,28,153,14,2023-03-16 22:00:00
1800,4,13,67,36,2023-03-16 23:00:00
1801,18,17,418,34,2023-03-17 00:00:00
1802,68,13,388,19,2023-03-17 01:00:00
1803,148,32,418,7,2023-03-17 02:00:00
1804,124,7,308,12,2023-03-17 03:00:00
1805,174,30,322,9,2023-03-17 04:00:00
1806,167,1,235,33,2023-03-17 05:00:00
1807,76,4,413,9,2023-03-17 06:00:00
1808,170,21,12,30,2023-03-17 07:00:00
1809,185,37,189,5,2023-03-17 08:00:00
1810,187,40,274,37,2023-03-17 09:00:00
1811,66,50,89,5,2023-03-17 10:00:00
1812,30,17,484,7,2023-03-17 11:00:00
1813,141,9,313,35,2023-03-17 12:00:00
1814,164,27,303,25,2023-03-17 13:00:00
1815,27,46,265,11,2023-03-17 14:00:00
