inbound_id,purchase_order_id,product_id,quantity_received,received_date
1292,1292,2,170,2023-03-18 19:00:00
1293,1293,7,272,2023-03-02 20:00:00
1294,1294,168,34,2023-03-23 21:00:00
1295,1295,68,49,2023-03-31 22:00:00
1296,1296,183,338,2023-03-26 23:00:00
1297,1297,195,47,2023-03-19 00:00:00
1298,1298,65,455,2023-03-12 01:00:00
1299,1299,58,97,2023-03-23 02:00:00
1300,1300,186,491,2023-03-18 03:00:00
1301,1301,137,132,2023-03-21 04:00:00
1302,1302,69,317,2023-03-13 05:00:00
1303,1303,65,88,2023-03-21 06:00:00
1304,1304,2,302,2023-03-04 07:00:00
1305,1305,20,381,2023-03-28 08:00:00
1306,1306,19,74,2023-03-27 09:00:00
1307,1307,116,235,2023-03-26 10:00:00
1308,1308,67,264,2023-03-11 11:00:00
1309,1309,128,198,2023-03-07 12:00:00
1310,1310,16,303,2023-02-25 13:00:00
1311,1311,50,265,2023-03-14 14:00:00
1312,1312,127,304,2023-03-29 15:00:00
1313,1313,131,31,2023-04-03 16:00:00
1314,1314,14,235,2023-04-04 17:00:00
1315,1315,113,291,2023-03-20 18:00:00
1316,1316,150,392,2023-02-25 19:00:00
1317,1317,152,160,2023-03-24 20:00:00
1318,1318,196,324,2023-03-15 21:00:00
1319,1319,93,260,2023-03-27 22:00:00
1320,1320,23,419,2023-03-31 23:00:00
1321,1321,129,377,2023-03-11 00:00:00
1322,1322,172,409,2023-04-05 01:00:00
1323,1323,188,399,2023-03-01 02:00:00
1324,1324,178,116,2023-03-04 03:00:00
1325,1325,3,134,2023-03-11 04:00:00
1326,1326,191,103,2023-04-01 05:00:00
1327,1327,1,404,2023-02-28 06:00:00
1328,1328,13,215,2023-03-12 07:00:00
1329,1329,128,384,2023-03-18 08:00:00
1330,1330,106,215,2023-03-19 09:00:00
1331,1331,88,401,2023-03-23 10:00:00
1332,1332,178,347,2023-03-21 11:00:00
1333,1333,62,213,2023-03-27 12:00:00
1334,1334,72,374,2023-03-21 13:00:00
1335,1335,156,130,2023-03-25 14:00:00
1336,1336,138,237,2023-04-03 15:00:00
1337,1337,94,83,2023-03-27 16:00:00
1338,1338,41,345,2023-03-27 17:00:00
1339,1339,137,53,2023-03-23 18:00:00
1340,1340,128,165,2023-03-15 19:00:00
1341,1341,19,183,2023-03-17 20:00:00
1342,1342,108,318,2023-03-12 21:00:00
1343,1343,192,143,2023-02-26 22:00:00
1344,1344,187,412,2023-03-25 23:00:00
1345,1345,95,337,2023-04-01 00:00:00
1346,1346,1,68,2023-03-11 01:00:00
1347,1347,38,307,2023-03-13 02:00:00
1348,1348,48,54,2023-03-14 03:00:00
1349,1349,90,182,2023-03-01 04:00:00
1350,1350,27,180,2023-03-21 05:00:00
1351,1351,135,31,2023-03-09 06:00:00
1352,1352,72,188,2023-04-04 07:00:00
1353,1353,104,3,2023-04-04 08:00:00
1354,1354,152,288,2023-03-16 09:00:00
1355,1355,63,0,2023-03-09 10:00:00
1356,1356,84,377,2023-03-28 11:00:00
1357,1357,11,313,2023-03-05 12:00:00
1358,1358,137,41,2023-03-08 13:00:00
1359,1359,166,143,2023-03-12 14:00:00
1360,1360,128,288,2023-03-06 15:00:00
1361,1361,163,249,2023-03-08 16:00:00
1362,1362,126,74,2023-03-28 17:00:00
1363,1363,191,198,2023-03-28 18:00:00
1364,1364,124,380,2023-04-05 19:00:00
1365,1365,153,75,2023-03-09 20:00:00
1366,1366,120,132,2023-03-01 21:00:00
1367,1367,168,193,2023-03-06 22:00:00
1368,1368,178,155,2023-03-23 23:00:00
1369,1369,139,450,2023-03-24 00:00:00
1370,1370,87,306,2023-03-16 01:00:00
1371,1371,17,209,2023-03-14 02:00:00
1372,1372,36,347,2023-03-31 03:00:00
1373,1373,81,415,2023-03-25 04:00:00
1374,1374,173,257,2023-03-16 05:00:00
1375,1375,60,224,2023-04-05 06:00:00
1376,1376,133,259,2023-03-20 07:00:00
1377,1377,53,11,2023-03-10 08:00:00
1378,1378,23,460,2023-03-18 09:00:00
1379,1379,61,73,2023-03-26 10:00:00
1380,1380,15,161,2023-03-13 11:00:00
1381,1381,189,53,2023-04-04 12:00:00
1382,1382,23,31,2023-03-15 13:00:00
1383,1383,5,16,2023-04-07 14:00:00
1384,1384,10,205,2023-03-05 15:00:00
1385,1385,47,429,2023-04-04 16:00:00
1386,1386,74,358,2023-04-05 17:00:00
1387,1387,172,168,2023-04-01 18:00:00
1388,1388,31,313,2023-03-16 19:00:00
1389,1389,31,247,2023-03-07 20:00:00
1390,1390,30,109,2023-04-04 21:00:00
1391,1391,125,271,2023-04-01 22:00:00
1392,1392,124,420,2023-03-19 23:00:00
1393,1393,162,403,2023-03-16 00:00:00
1394,1394,176,91,2023-04-04 01:00:00
1395,1395,126,138,2023-04-04 02:00:00
1396,1396,107,98,2023-03-18 03:00:00
1397,1397,45,298,2023-03-13 04:00:00
1398,1398,92,236,2023-04-03 05:00:00
1399,1399,66,153,2023-03-01 06:00:00
1400,1400,161,297,2023-03-27 07:00:00
1401,1401,5,68,2023-03-07 08:00:00
1402,1402,97,48,2023-03-23 09:00:00
1403,1403,56,392,2023-04-04 10:00:00
1404,1404,196,64,2023-03-29 11:00:00
1405,1405,200,138,2023-03-20 12:00:00
1406,1406,28,110,2023-03-18 13:00:00
1407,1407,59,88,2023-03-09 14:00:00
1408,1408,92,208,2023-03-26 15:00:00
1409,1409,36,233,2023-03-20 16:00:00
1410,1410,68,80,2023-03-29 17:00:00
1411,1411,17,88,2023-03-07 18:00:00
1412,1412,170,113,2023-03-17 19:00:00
1413,1413,189,18,2023-04-07 20:00:00
1414,1414,157,234,2023-03-19 21:00:00
1415,1415,96,269,2023-04-03 22:00:00
1416,1416,120,255,2023-04-01 23:00:00
1417,1417,190,411,2023-03-22 00:00:00
1418,1418,130,399,2023-03-14 01:00:00
1419,1419,100,157,2023-03-22 02:00:00
1420,1420,121,328,2023-03-06 03:00:00
1421,1421,148,365,2023-03-02 04:00:00
1422,1422,145,10,2023-03-21 05:00:00
1423,1423,83,164,2023-03-09 06:00:00
1424,1424,151,404,2023-03-31 07:00:00
1425,1425,60,106,2023-03-10 08:00:00
1426,1426,112,285,2023-03-10 09:00:00
1427,1427,88,388,2023-03-20 10:00:00
1428,1428,45,203,2023-04-09 11:00:00
1429,1429,124,232,2023-03-28 12:00:00
1430,1430,77,24,2023-03-15 13:00:00
1431,1431,127,47,2023-04-07 14:00:00
1432,1432,6,66,2023-03-10 15:00:00
1433,1433,119,319,2023-03-18 16:00:00
1434,1434,16,31,2023-03-31 17:00:00
1435,1435,163,258,2023-03-17 18:00:00
1436,1436,95,254,2023-04-06 19:00:00
1437,1437,132,9,2023-03-18 20:00:00
1438,1438,188,252,2023-03-28 21:00:00
1439,1439,158,96,2023-03-31 22:00:00
1440,1440,7,74,2023-03-24 23:00:00
1441,1441,174,424,2023-04-02 00:00:00
1442,1442,189,343,2023-03-07 01:00:00
1443,1443,88,171,2023-04-02 02:00:00
1444,1444,37,44,2023-03-04 03:00:00
1445,1445,3,48,2023-04-09 04:00:00
1446,1446,121,428,2023-03-22 05:00:00
1447,1447,106,4,2023-04-08 06:00:00
1448,1448,155,82,2023-04-07 07:00:00
1449,1449,22,347,2023-03-17 08:00:00
1450,1450,82,149,2023-03-11 09:00:00
1451,1451,59,359,2023-03-24 10:00:00
1452,1452,5,23,2023-04-08 11:00:00
1453,1453,169,380,2023-03-19 12:00:00
1454,1454,161,296,2023-03-19 13:00:00
1455,1455,58,212,2023-03-04 14:00:00
1456,1456,71,247,2023-03-16 15:00:00
1457,1457,153,4,2023-04-04 16:00:00
1458,1458,177,242,2023-04-09 17:00:00
1459,1459,8,66,2023-04-10 18:00:00
1460,1460,76,414,2023-03-11 19:00:00
1461,1461,162,274,2023-03-14 20:00:00
1462,1462,145,37,2023-03-31 21:00:00
1463,1463,60,76,2023-03-28 22:00:00
1464,1464,129,147,2023-03-18 23:00:00
1465,1465,188,14,2023-04-06 00:00:00
1466,1466,115,299,2023-03-27 01:00:00
1467,1467,5,267,2023-03-30 02:00:00
1468,1468,48,300,2023-04-04 03:00:00
1469,1469,36,446,2023-03-30 04:00:00
1470,1470,147,163,2023-03-15 05:00:00
1471,1471,9,439,2023-03-16 06:00:00
1472,1472,32,151,2023-03-20 07:00:00
1473,1473,145,237,2023-03-09 08:00:00
1474,1474,135,1,2023-03-23 09:00:00
1475,1475,146,209,2023-03-17 10:00:00
1476,1476,133,71,2023-03-05 11:00:00
1477,1477,8,296,2023-04-08 12:00:00
1478,1478,121,281,2023-04-02 13:00:00
1479,1479,2,132,2023-04-02 14:00:00
1480,1480,40,395,2023-04-10 15:00:00
1481,1481,81,357,2023-03-10 16:00:00
1482,1482,185,434,2023-03-24 17:00:00
1483,1483,4,36,2023-04-05 18:00:00
1484,1484,1,89,2023-04-01 19:00:00
1485,1485,198,36,2023-04-08 20:00:00
1486,1486,99,46,2023-03-06 21:00:00
1487,1487,110,405,2023-03-20 22:00:00
1488,1488,120,300,2023-03-08 23:00:00
1489,1489,56,54,2023-03-06 00:00:00
1490,1490,102,64,2023-03-29 01:00:00
1491,1491,196,218,2023-04-11 02:00:00
1492,1492,16,118,2023-04-08 03:00:00
1493,1493,26,291,2023-03-28 04:00:00
1494,1494,177,304,2023-03-31 05:00:00
1495,1495,104,236,2023-03-10 06:00:00
1496,1496,165,452,2023-04-05 07:00:00
1497,1497,63,356,2023-03-10 08:00:00
1498,1498,158,351,2023-03-08 09:00:00
1499,1499,62,341,2023-03-25 10:00:00
1500,1500,170,94,2023-03-19 11:00:00
1501,1501,126,8,2023-03-15 12:00:00
1502,1502,10,112,2023-03-20 13:00:00
1503,1503,12,160,2023-03-18 14:00:00
1504,1504,34,138,2023-03-28 15:00:00
1505,1505,110,170,2023-04-11 16:00:00
1506,1506,98,151,2023-03-10 17:00:00
1507,1507,112,232,2023-03-23 18:00:00
1508,1508,109,423,2023-03-17 19:00:00
1509,1509,105,457,2023-04-06 20:00:00
1510,1510,49,76,2023-03-07 21:00:00
1511,1511,196,82,2023-04-01 22:00:00
1512,1512,2,131,2023-03-20 23:00:00
1513,1513,79,108,2023-04-01 00:00:00
1514,1514,94,131,2023-03-13 01:00:00
1515,1515,172,138,2023-03-10 02:00:00
1516,1516,86,310,2023-04-11 03:00:00
1517,1517,122,52,2023-03-09 04:00:00
1518,1518,62,357,2023-03-21 05:00:00
1519,1519,155,377,2023-03-24 06:00:00
1520,1520,13,351,2023-04-11 07:00:00
1521,1521,160,214,2023-03-16 08:00:00
1522,1522,121,103,2023-03-14 09:00:00
1523,1523,162,309,2023-03-07 10:00:00
1524,1524,192,72,2023-03-16 11:00:00
1525,1525,20,450,2023-03-14 12:00:00
1526,1526,127,208,2023-03-30 13:00:00
1527,1527,74,241,2023-03-06 14:00:00
1528,1528,97,219,2023-03-25 15:00:00
1529,1529,143,304,2023-03-21 16:00:00
1530,1530,147,276,2023-03-29 17:00:00
1531,1531,48,406,2023-03-16 18:00:00
1532,1532,101,142,2023-03-17 19:00:00
1533,1533,97,378,2023-04-11 20:00:00
1534,1534,142,123,2023-03-17 21:00:00
1535,1535,3,355,2023-03-09 22:00:00
1536,1536,184,340,2023-03-27 23:00:00
1537,1537,49,246,2023-03-18 00:00:00
1538,1538,85,270,2023-03-21 01:00:00
1539,1539,134,178,2023-04-01 02:00:00
1540,1540,155,316,2023-04-04 03:00:00
1541,1541,174,268,2023-03-19 04:00:00
1542,1542,138,113,2023-03-28 05:00:00
1543,1543,48,298,2023-03-09 06:00:00
1544,1544,86,371,2023-03-21 07:00:00
1545,1545,38,153,2023-03-27 08:00:00
1546,1546,198,342,2023-03-12 09:00:00
1547,1547,34,233,2023-03-27 10:00:00
1548,1548,194,417,2023-03-25 11:00:00
1549,1549,89,241,2023-03-15 12:00:00
1550,1550,62,63,2023-03-14 13:00:00
1551,1551,119,261,2023-03-15 14:00:00
1552,1552,71,421,2023-04-04 15:00:00
1553,1553,199,177,2023-04-06 16:00:00
1554,1554,127,224,2023-03-17 17:00:00
1555,1555,168,321,2023-03-23 18:00:00
1556,1556,161,19,2023-04-03 19:00:00
1557,1557,116,354,2023-03-28 20:00:00
1558,1558,171,405,2023-04-04 21:00:00
1559,1559,181,450,2023-04-14 22:00:00
1560,1560,49,252,2023-03-18 23:00:00
1561,1561,86,124,2023-04-08 00:00:00
1562,1562,29,42,2023-03-18 01:00:00
1563,1563,180,347,2023-03-30 02:00:00
1564,1564,143,381,2023-04-11 03:00:00
1565,1565,105,403,2023-03-21 04:00:00
1566,1566,107,174,2023-03-24 05:00:00
1567,1567,123,327,2023-03-20 06:00:00
1568,1568,39,237,2023-03-10 07:00:00
1569,1569,103,397,2023-03-09 08:00:00
1570,1570,121,257,2023-03-21 09:00:00
1571,1571,31,372,2023-04-03 10:00:00
1572,1572,185,71,2023-03-30 11:00:00
1573,1573,164,418,2023-03-23 12:00:00
1574,1574,185,196,2023-04-10 13:00:00
1575,1575,165,324,2023-04-15 14:00:00
1576,1576,15,79,2023-04-04 15:00:00
1577,1577,15,135,2023-03-24 16:00:00
1578,1578,182,101,2023-04-03 17:00:00
1579,1579,191,48,2023-03-15 18:00:00
1580,1580,94,299,2023-03-18 19:00:00
1581,1581,172,478,2023-04-15 20:00:00
1582,1582,39,5,2023-03-21 21:00:00
1583,1583,45,204,2023-03-13 22:00:00
1584,1584,133,207,2023-04-12 23:00:00
1585,1585,69,247,2023-03-21 00:00:00
1586,1586,133,120,2023-03-30 01:00:00
1587,1587,46,127,2023-03-16 02:00:00
1588,1588,85,209,2023-03-17 03:00:00
1589,1589,100,311,2023-03-20 04:00:00
1590,1590,123,252,2023-03-09 05:00:00
1591,1591,10,70,2023-03-29 06:00:00
1592,1592,72,214,2023-03-23 07:00:00
1593,1593,158,34,2023-03-25 08:00:00
1594,1594,189,335,2023-04-08 09:00:00
1595,1595,97,207,2023-04-16 10:00:00
1596,1596,63,323,2023-04-05 11:00:00
1597,1597,192,60,2023-04-09 12:00:00
1598,1598,77,379,2023-03-10 13:00:00
1599,1599,120,429,2023-04-03 14:00:00
1600,1600,143,92,2023-03-26 15:00:00
1601,1601,69,297,2023-04-08 16:00:00
1602,1602,161,25,2023-04-01 17:00:00
1603,1603,122,374,2023-03-16 18:00:00
1604,1604,196,305,2023-03-29 19:00:00
1605,1605,103,141,2023-04-04 20:00:00
1606,1606,8,140,2023-03-27 21:00:00
1607,1607,144,152,2023-03-11 22:00:00
1608,1608,2,223,2023-03-15 23:00:00
1609,1609,63,179,2023-04-16 00:00:00
1610,1610,11,212,2023-04-15 01:00:00
1611,1611,193,304,2023-04-16 02:00:00
1612,1612,113,429,2023-04-14 03:00:00
1613,1613,183,158,2023-04-14 04:00:00
1614,1614,119,123,2023-04-08 05:00:00
1615,1615,191,93,2023-04-09 06:00:00
1616,1616,79,219,2023-03-27 07:00:00
1617,1617,5,275,2023-04-08 08:00:00
1618,1618,24,3,2023-04-10 09:00:00
1619,1619,98,364,2023-03-15 10:00:00
1620,1620,179,346,2023-04-10 11:00:00
1621,1621,104,425,2023-03-21 12:00:00
1622,1622,32,105,2023-04-17 13:00:00
1623,1623,67,356,2023-04-02 14:00:00
1624,1624,80,435,2023-03-13 15:00:00
1625,1625,21,286,2023-04-12 16:00:00
1626,1626,187,329,2023-03-15 17:00:00
1627,1627,48,116,2023-03-23 18:00:00
1628,1628,33,115,2023-03-27 19:00:00
1629,1629,33,227,2023-04-16 20:00:00
1630,1630,50,48,2023-03-31 21:00:00
1631,1631,20,144,2023-04-17 22:00:00
1632,1632,62,233,2023-04-12 23:00:00
1633,1633,168,260,2023-03-14 00:00:00
1634,1634,111,33,2023-03-17 01:00:00
1635,1635,65,153,2023-03-12 02:00:00
1636,1636,64,466,2023-04-07 03:00:00
1637,1637,120,146,2023-04-16 04:00:00
1638,1638,113,97,2023-03-25 05:00:00
1639,1639,69,394,2023-04-04 06:00:00
1640,1640,164,79,2023-04-05 07:00:00
1641,1641,179,139,2023-03-28 08:00:00
1642,1642,89,299,2023-03-24 09:00:00
1643,1643,125,405,2023-03-21 10:00:00
1644,1644,156,174,2023-03-25 11:00:00
1645,1645,134,208,2023-03-27 12:00:00
1646,1646,198,272,2023-03-26 13:00:00
1647,1647,90,226,2023-03-26 14:00:00
1648,1648,146,49,2023-04-09 15:00:00
1649,1649,175,456,2023-03-13 16:00:00
1650,1650,98,251,2023-04-01 17:00:00
1651,1651,84,335,2023-03-27 18:00:00
1652,1652,150,208,2023-04-07 19:00:00
1653,1653,37,213,2023-04-16 20:00:00
1654,1654,103,263,2023-04-17 21:00:00
1655,1655,161,95,2023-03-24 22:00:00
1656,1656,79,37,2023-03-31 23:00:00
1657,1657,151,70,2023-03-19 00:00:00
1658,1658,15,388,2023-03-31 01:00:00
1659,1659,85,382,2023-04-06 02:00:00
1660,1660,76,57,2023-03-23 03:00:00
1661,1661,55,448,2023-04-14 04:00:00
1662,1662,134,376,2023-04-19 05:00:00
1663,1663,122,331,2023-04-02 06:00:00
1664,1664,20,41,2023-04-04 07:00:00
1665,1665,103,412,2023-03-24 08:00:00
1666,1666,146,178,2023-04-16 09:00:00
1667,1667,146,140,2023-04-11 10:00:00
1668,1668,106,444,2023-04-17 11:00:00
1669,1669,58,405,2023-03-16 12:00:00
1670,1670,200,2,2023-03-23 13:00:00
1671,1671,129,115,2023-04-12 14:00:00
1672,1672,153,282,2023-03-18 15:00:00
1673,1673,125,68,2023-03-16 16:00:00
1674,1674,164,365,2023-04-07 17:00:00
1675,1675,147,277,2023-03-30 18:00:00
1676,1676,161,137,2023-03-16 19:00:00
1677,1677,191,471,2023-03-31 20:00:00
1678,1678,70,307,2023-04-18 21:00:00
1679,1679,163,270,2023-04-08 22:00:00
1680,1680,109,106,2023-04-08 23:00:00
1681,1681,11,234,2023-03-29 00:00:00
1682,1682,44,3,2023-04-13 01:00:00
1683,1683,152,209,2023-04-18 02:00:00
1684,1684,200,361,2023-03-24 03:00:00
1685,1685,125,354,2023-04-10 04:00:00
1686,1686,42,176,2023-03-27 05:00:00
1687,1687,157,445,2023-03-30 06:00:00
1688,1688,40,41,2023-03-25 07:00:00
1689,1689,81,285,2023-04-09 08:00:00
1690,1690,15,239,2023-04-16 09:00:00
1691,1691,68,284,2023-04-15 10:00:00
1692,1692,168,32,2023-03-22 11:00:00
1693,1693,50,170,2023-04-13 12:00:00
1694,1694,186,182,2023-04-18 13:00:00
1695,1695,92,212,2023-03-15 14:00:00
1696,1696,21,283,2023-04-19 15:00:00
1697,1697,31,265,2023-03-25 16:00:00
1698,1698,184,222,2023-04-16 17:00:00
1699,1699,179,407,2023-04-12 18:00:00
1700,1700,192,361,2023-03-21 19:00:00
1701,1701,81,296,2023-04-13 20:00:00
1702,1702,145,87,2023-03-29 21:00:00
1703,1703,30,107,2023-04-19 22:00:00
1704,1704,174,157,2023-03-31 23:00:00
1705,1705,86,406,2023-04-12 00:00:00
1706,1706,129,288,2023-03-20 01:00:00
1707,1707,14,388,2023-04-09 02:00:00
1708,1708,143,101,2023-04-10 03:00:00
1709,1709,117,281,2023-04-16 04:00:00
1710,1710,80,64,2023-04-19 05:00:00
1711,1711,9,204,2023-03-23 06:00:00
1712,1712,67,27,2023-03-28 07:00:00
1713,1713,167,39,2023-03-28 08:00:00
1714,1714,95,2,2023-04-20 09:00:00
1715,1715,121,169,2023-03-21 10:00:00
1716,1716,26,142,2023-03-24 11:00:00
1717,1717,62,114,2023-04-18 12:00:00
1718,1718,63,295,2023-04-01 13:00:00
1719,1719,76,272,2023-04-21 14:00:00
1720,1720,41,337,2023-03-31 15:00:00
1721,1721,54,18,2023-03-24 16:00:00
1722,1722,91,24,2023-04-01 17:00:00
1723,1723,59,14,2023-03-15 18:00:00
1724,1724,186,151,2023-04-08 19:00:00
1725,1725,180,217,2023-04-21 20:00:00
1726,1726,150,247,2023-04-07 21:00:00
1727,1727,86,402,2023-04-02 22:00:00
1728,1728,189,403,2023-04-01 23:00:00
1729,1729,28,118,2023-04-21 00:00:00
1730,1730,150,337,2023-04-15 01:00:00
1731,1731,187,70,2023-04-14 02:00:00
1732,1732,71,153,2023-03-22 03:00:00
1733,1733,40,447,2023-04-14 04:00:00
1734,1734,128,154,2023-04-04 05:00:00
1735,1735,174,281,2023-04-20 06:00:00
1736,1736,71,326,2023-04-03 07:00:00
1737,1737,94,71,2023-03-27 08:00:00
1738,1738,87,189,2023-04-19 09:00:00
1739,1739,45,16,2023-04-04 10:00:00
1740,1740,42,245,2023-03-23 11:00:00
1741,1741,15,190,2023-03-30 12:00:00
1742,1742,166,267,2023-03-26 13:00:00
1743,1743,190,297,2023-04-13 14:00:00
1744,1744,135,23,2023-04-09 15:00:00
1745,1745,178,112,2023-03-15 16:00:00
1746,1746,160,438,2023-04-11 17:00:00
1747,1747,97,92,2023-03-19 18:00:00
1748,1748,141,382,2023-03-31 19:00:00
1749,1749,146,455,2023-04-19 20:00:00
1750,1750,7,382,2023-03-16 21:00:00
1751,1751,91,141,2023-03-31 22:00:00
1752,1752,120,54,2023-03-29 23:00:00
1753,1753,2,328,2023-03-25 00:00:00
1754,1754,197,189,2023-03-22 01:00:00
1755,1755,117,146,2023-03-27 02:00:00
1756,1756,57,380,2023-04-17 03:00:00
1757,1757,120,342,2023-04-13 04:00:00
1758,1758,172,23,2023-04-09 05:00:00
1759,1759,74,226,2023-03-16 06:00:00
1760,1760,164,327,2023-03-18 07:00:00
1761,1761,98,283,2023-04-18 08:00:00
1762,1762,170,308,2023-04-09 09:00:00
1763,1763,49,410,2023-03-29 10:00:00
1764,1764,135,321,2023-03-22 11:00:00
1765,1765,29,148,2023-04-09 12:00:00
1766,1766,83,15,2023-04-17 13:00:00
1767,1767,98,380,2023-04-03 14:00:00
1768,1768,80,394,2023-03-19 15:00:00
1769,1769,78,179,2023-04-14 16:00:00
1770,1770,22,364,2023-03-26 17:00:00
1771,1771,136,188,2023-03-31 18:00:00
1772,1772,104,15,2023-04-22 19:00:00
1773,1773,33,3,2023-03-20 20:00:00
1774,1774,17,308,2023-04-07 21:00:00
1775,1775,71,365,2023-03-31 22:00:00
1776,1776,86,155,2023-04-10 23:00:00
1777,1777,150,146,2023-04-02 00:00:00
1778,1778,173,314,2023-04-13 01:00:00
1779,1779,42,355,2023-03-25 02:00:00
1780,1780,106,208,2023-03-31 03:00:00
1781,1781,163,387,2023-04-22 04:00:00
1782,1782,127,407,2023-03-18 05:00:00
1783,1783,197,325,2023-03-23 06:00:00
1784,1784,139,206,2023-03-26 07:00:00
1785,1785,47,100,2023-04-05 08:00:00
1786,1786,92,92,2023-04-12 09:00:00
1787,1787,166,50,2023-04-09 10:00:00
1788,1788,185,242,2023-04-12 11:00:00
1789,1789,148,334,2023-04-22 12:00:00
1790,1790,50,368,2023-03-22 13:00:00
1791,1791,87,389,2023-03-17 14:00:00
1792,1792,98,265,2023-04-08 15:00:00
1793,1793,47,410,2023-03-25 16:00:00
1794,1794,106,69,2023-04-01 17:00:00
1795,1795,118,422,2023-04-02 18:00:00
1796,1796,96,99,2023-04-14 19:00:00
1797,1797,105,116,2023-03-30 20:00:00
1798,1798,132,308,2023-04-04 21:00:00
1799,1799,200,188,2023-04-04 22:00:00
1800,1800,18,9,2023-04-18 23:00:00
1801,1801,103,382,2023-04-20 00:00:00
1802,1802,191,166,2023-03-21 01:00:00
1803,1803,190,321,2023-04-24 02:00:00
1804,1804,48,481,2023-04-15 03:00:00
1805,1805,4,99,2023-04-20 04:00:00
1806,1806,79,170,2023-04-24 05:00:00
1807,1807,171,231,2023-04-18 06:00:00
1808,1808,115,220,2023-03-29 07:00:00
1809,1809,40,119,2023-03-24 08:00:00
1810,1810,30,102,2023-03-22 09:00:00
1811,1811,58,8,2023-04-05 10:00:00
1812,1812,39,391,2023-04-25 11:00:00
1813,1813,170,58,2023-04-11 12:00:00
1814,1814,10,117,2023-04-21 13:00:00
1815,1815,158,72,2023-04-22 14:00:00
1816,1816,12,56,2023-04-17 15:00:00
1817,1817,87,272,2023-03-29 16:00:00
1818,1818,115,431,2023-03-28 17:00:00
1819,1819,123,191,2023-04-24 18:00:00
1820,1820,108,251,2023-04-19 19:00:00
1821,1821,121,225,2023-04-03 20:00:00
1822,1822,200,72,2023-04-22 21:00:00
1823,1823,90,293,2023-04-16 22:00:00
1824,1824,28,70,2023-04-23 23:00:00
1825,1825,93,421,2023-04-21 00:00:00
1826,1826,13,490,2023-03-26 01:00:00
1827,1827,115,169,2023-04-24 02:00:00
1828,1828,116,81,2023-03-20 03:00:00
1829,1829,31,359,2023-04-13 04:00:00
1830,1830,102,118,2023-03-28 05:00:00
1831,1831,195,181,2023-04-14 06:00:00
1832,1832,59,238,2023-04-18 07:00:00
1833,1833,67,411,2023-04-06 08:00:00
1834,1834,157,280,2023-04-04 09:00:00
1835,1835,16,226,2023-04-05 10:00:00
1836,1836,140,297,2023-04-19 11:00:00
1837,1837,62,171,2023-04-25 12:00:00
1838,1838,196,124,2023-04-18 13:00:00
1839,1839,135,369,2023-04-07 14:00:00
1840,1840,48,260,2023-04-24 15:00:00
1841,1841,118,250,2023-04-14 16:00:00
1842,1842,87,326,2023-04-22 17:00:00
1843,1843,92,204,2023-03-27 18:00:00
1844,1844,101,151,2023-04-21 19:00:00
1845,1845,98,287,2023-04-24 20:00:00
1846,1846,142,68,2023-04-19 21:00:00
1847,1847,157,215,2023-03-31 22:00:00
1848,1848,186,178,2023-04-22 23:00:00
1849,1849,129,308,2023-03-24 00:00:00
1850,1850,98,252,2023-03-22 01:00:00
1851,1851,79,462,2023-03-29 02:00:00
1852,1852,2,214,2023-03-27 03:00:00
1853,1853,116,302,2023-04-12 04:00:00
1854,1854,144,173,2023-04-09 05:00:00
1855,1855,80,96,2023-04-19 06:00:00
1856,1856,79,465,2023-04-02 07:00:00
1857,1857,64,314,2023-03-23 08:00:00
1858,1858,111,303,2023-04-19 09:00:00
1859,1859,55,64,2023-04-05 10:00:00
1860,1860,33,213,2023-04-13 11:00:00
1861,1861,18,90,2023-03-26 12:00:00
1862,1862,100,98,2023-04-14 13:00:00
1863,1863,31,181,2023-04-27 14:00:00
1864,1864,176,173,2023-03-27 15:00:00
1865,1865,57,361,2023-04-20 16:00:00
1866,1866,69,221,2023-03-31 17:00:00
1867,1867,179,350,2023-04-15 18:00:00
1868,1868,169,226,2023-04-17 19:00:00
1869,1869,31,54,2023-04-19 20:00:00
1870,1870,162,114,2023-04-27 21:00:00
1871,1871,166,276,2023-04-23 22:00:00
1872,1872,195,189,2023-04-03 23:00:00
1873,1873,117,402,2023-04-12 00:00:00
1874,1874,8,13,2023-04-12 01:00:00
1875,1875,186,160,2023-04-10 02:00:00
1876,1876,171,435,2023-03-24 03:00:00
1877,1877,180,130,2023-04-09 04:00:00
1878,1878,132,20,2023-04-25 05:00:00
1879,1879,183,296,2023-04-26 06:00:00
1880,1880,30,400,2023-03-23 07:00:00
1881,1881,21,144,2023-04-06 08:00:00
1882,1882,179,411,2023-04-10 09:00:00
1883,1883,153,167,2023-04-02 10:00:00
1884,1884,61,26,2023-04-04 11:00:00
1885,1885,108,69,2023-04-05 12:00:00
1886,1886,150,291,2023-04-17 13:00:00
1887,1887,195,32,2023-04-26 14:00:00
1888,1888,146,108,2023-03-27 15:00:00
1889,1889,37,439,2023-03-24 16:00:00
1890,1890,149,181,2023-04-19 17:00:00
1891,1891,131,234,2023-04-06 18:00:00
1892,1892,195,131,2023-04-22 19:00:00
1893,1893,98,399,2023-03-31 20:00:00
1894,1894,188,317,2023-04-15 21:00:00
1895,1895,13,9,2023-04-16 22:00:00
1896,1896,17,303,2023-04-27 23:00:00
1897,1897,100,410,2023-03-22 00:00:00
1898,1898,66,344,2023-04-07 01:00:00
