sales_order_id,product_id,quantity_sold,sales_order_date,customer_name,status
582,101,31,2023-07-03,Customer 176,Shipped
583,181,35,2023-11-12,Customer 284,Cancelled
584,89,19,2023-12-01,Customer 335,Delivered
585,199,11,2023-11-23,Customer 116,Shipped
586,24,8,2023-12-04,Customer 86,Cancelled
587,95,65,2023-10-09,Customer 19,Delivered
588,111,15,2023-04-24,Customer 29,Cancelled
589,182,12,2023-08-10,Customer 353,Cancelled
590,194,75,2023-05-30,Customer 482,Pending
591,185,11,2023-04-24,Customer 144,Pending
592,156,22,2023-08-06,Customer 414,Shipped
593,4,15,2023-05-08,Customer 99,Shipped
594,177,77,2023-06-13,Customer 330,Cancelled
595,178,46,2023-06-16,Customer 407,Pending
596,92,88,2023-07-16,Customer 408,Pending
597,103,82,2023-02-17,Customer 389,Pending
598,79,39,2023-06-16,Customer 121,Cancelled
599,45,79,2023-03-19,Customer 386,Pending
600,138,37,2023-05-26,Customer 53,Pending
601,127,79,2023-03-28,Customer 344,Shipped
602,137,55,2023-08-24,Customer 463,Cancelled
603,130,87,2023-06-24,Customer 408,Delivered
604,67,41,2023-03-12,Customer 486,Delivered
605,145,55,2023-09-24,Customer 34,Delivered
606,14,38,2023-04-18,Customer 16,Pending
607,181,55,2023-02-15,Customer 210,Delivered
608,8,56,2023-03-17,Customer 386,Shipped
609,145,4,2023-02-15,Customer 198,Shipped
610,149,86,2023-03-04,Customer 211,Cancelled
611,99,4,2023-10-16,Customer 327,Delivered
612,85,12,2023-03-11,Customer 491,Cancelled
613,125,44,2023-12-14,Customer 413,Shipped
614,78,78,2023-12-17,Customer 202,Delivered
615,164,19,2023-09-27,Customer 489,Delivered
616,40,33,2023-07-26,Customer 483,Pending
617,85,48,2023-12-30,Customer 71,Delivered
618,58,39,2023-09-24,Customer 4,Delivered
619,139,89,2023-02-05,Customer 67,Cancelled
620,111,71,2023-05-24,Customer 428,Delivered
621,109,73,2023-03-07,Customer 75,Delivered
622,20,20,2023-07-21,Customer 254,Delivered
623,179,99,2023-05-14,Customer 224,Shipped
624,112,96,2023-06-10,Customer 284,Shipped
625,17,87,2023-03-21,Customer 454,Delivered
626,126,35,2023-06-03,Customer 46,Delivered
627,145,73,2023-09-08,Customer 125,Pending
628,137,51,2023-02-14,Customer 431,Cancelled
629,6,13,2023-07-30,Customer 208,Cancelled
630,178,13,2023-04-10,Customer 15,Cancelled
631,33,9,2023-01-19,Customer 33,Shipped
632,160,1,2023-11-12,Customer 1,Shipped
633,74,39,2023-09-29,Customer 52,Pending
634,132,89,2023-01-28,Customer 139,Pending
635,106,35,2023-12-20,Customer 376,Shipped
636,189,25,2023-03-31,Customer 210,Shipped
637,88,13,2023-08-11,Customer 398,Shipped
638,110,48,2023-03-09,Customer 321,Pending
639,7,56,2023-12-22,Customer 230,Pending
640,24,19,2023-03-18,Customer 127,Shipped
641,86,45,2023-05-17,Customer 23,Delivered
642,93,46,2023-10-10,Customer 353,Delivered
643,73,24,2023-12-28,Customer 207,Delivered
644,1,74,2023-12-24,Customer 386,Pending
645,125,5,2023-11-14,Customer 337,Pending
646,11,86,2023-04-27,Customer 190,Delivered
647,55,59,2023-03-16,Customer 318,Pending
648,85,62,2023-11-01,Customer 172,Delivered
649,56,23,2023-01-22,Customer 350,Delivered
650,33,58,2023-04-07,Customer 402,Delivered
651,94,98,2023-09-12,Customer 31,Delivered
652,141,45,2023-08-23,Customer 361,Cancelled
653,82,83,2023-03-04,Customer 222,Pending
654,92,20,2023-05-24,Customer 339,Pending
655,63,70,2023-01-25,Customer 427,Shipped
656,140,52,2023-04-26,Customer 92,Pending
657,117,37,2023-12-28,Customer 254,Shipped
658,107,97,2023-01-14,Customer 202,Shipped
659,84,46,2023-03-05,Customer 12,Delivered
660,130,62,2023-03-10,Customer 195,Delivered
661,71,73,2023-05-11,Customer 255,Delivered
662,66,4,2023-07-31,Customer 398,Delivered
663,25,14,2023-05-27,Customer 365,Pending
664,82,47,2023-10-01,Customer 314,Delivered
665,101,30,2023-01-12,Customer 208,Shipped
666,150,85,2023-05-02,Customer 20,Shipped
667,182,90,2023-03-12,Customer 477,Delivered
668,30,33,2023-11-21,Customer 255,Delivered
669,173,68,2023-11-20,Customer 10,Delivered
670,59,41,2023-12-15,Customer 212,Shipped
671,98,9,2023-04-24,Customer 467,Shipped
672,200,15,2023-01-24,Customer 94,Pending
673,197,73,2023-06-20,Customer 454,Shipped
674,155,61,2023-05-04,Customer 116,Delivered
675,13,80,2023-07-29,Customer 302,Cancelled
676,97,15,2023-11-22,Customer 406,Pending
677,125,66,2023-07-02,Customer 472,Pending
678,30,57,2023-12-30,Customer 250,Pending
679,8,98,2023-07-15,Customer 291,Cancelled
680,151,28,2023-07-15,Customer 377,Delivered
681,193,46,2023-02-15,Customer 237,Delivered
682,160,63,2023-10-25,Customer 479,Cancelled
683,22,80,2023-09-25,Customer 496,Cancelled
684,131,59,2023-10-26,Customer 454,Shipped
685,119,7,2023-06-28,Customer 108,Cancelled
686,144,76,2023-01-17,Customer 153,Shipped
687,55,76,2023-05-11,Customer 112,Delivered
688,199,82,2023-03-13,Customer 174,Delivered
689,88,93,2023-04-18,Customer 296,Cancelled
690,36,98,2023-11-28,Customer 492,Shipped
691,95,17,2023-07-22,Customer 171,Cancelled
692,67,6,2023-01-18,Customer 191,Shipped
693,92,40,2023-06-04,Customer 81,Delivered
694,138,53,2023-09-09,Customer 325,Shipped
695,45,41,2023-11-21,Customer 498,Delivered
696,163,89,2023-02-28,Customer 150,Delivered
697,83,81,2023-08-16,Customer 153,Delivered
698,53,47,2023-03-24,Customer 174,Shipped
699,15,51,2023-01-04,Customer 112,Delivered
700,37,13,2023-05-19,Customer 182,Delivered
701,184,64,2023-06-21,Customer 160,Pending
702,171,87,2023-07-14,Customer 92,Shipped
703,139,44,2023-04-13,Customer 407,Delivered
704,182,92,2023-06-19,Customer 19,Cancelled
705,105,1,2023-06-06,Customer 414,Delivered
706,166,43,2023-07-03,Customer 97,Shipped
707,187,46,2023-09-03,Customer 60,Pending
708,172,35,2023-01-26,Customer 301,Shipped
709,31,1,2023-04-11,Customer 480,Shipped
710,36,7,2023-09-06,Customer 70,Shipped
711,118,18,2023-12-08,Customer 257,Delivered
712,20,5,2023-02-21,Customer 95,Pending
713,18,60,2023-03-12,Customer 8,Pending
714,22,63,2023-07-17,Customer 135,Pending
715,54,9,2023-01-16,Customer 233,Shipped
716,158,16,2023-10-24,Customer 212,Shipped
717,151,64,2023-01-20,Customer 380,Pending
718,43,67,2023-09-02,Customer 421,Cancelled
719,149,67,2023-11-14,Customer 358,Delivered
720,138,98,2023-11-25,Customer 364,Shipped
721,90,28,2023-08-22,Customer 52,Delivered
722,91,80,2023-11-25,Customer 148,Cancelled
723,19,22,2023-08-18,Customer 406,Cancelled
724,5,75,2023-05-31,Customer 378,Pending
725,29,28,2023-05-30,Customer 379,Pending
726,17,70,2023-09-03,Customer 63,Pending
727,13,1,2023-05-25,Customer 338,Shipped
728,52,51,2023-01-02,Customer 223,Pending
729,194,77,2023-09-22,Customer 29,Cancelled
730,3,99,2023-09-25,Customer 427,Cancelled
731,127,33,2023-03-09,Customer 64,Cancelled
732,43,21,2023-05-30,Customer 363,Pending
733,7,56,2023-08-01,Customer 35,Cancelled
734,96,3,2023-07-02,Customer 256,Shipped
735,27,8,2023-10-18,Customer 20,Pending
736,47,84,2023-07-01,Customer 14,Shipped
737,6,59,2023-08-30,Customer 204,Pending
738,93,3,2023-03-20,Customer 231,Delivered
739,188,41,2023-10-09,Customer 113,Shipped
740,25,18,2023-05-04,Customer 124,Delivered
741,178,70,2023-12-23,Customer 118,Shipped
742,77,65,2023-06-14,Customer 259,Cancelled
743,93,35,2023-10-14,Customer 227,Delivered
744,9,58,2023-12-03,Customer 27,Shipped
745,20,46,2023-02-26,Customer 158,Delivered
746,37,82,2023-06-12,Customer 161,Pending
747,197,7,2023-06-17,Customer 450,Delivered
748,25,92,2023-09-04,Customer 150,Pending
749,33,82,2023-05-01,Customer 245,Delivered
750,72,62,2023-08-18,Customer 488,Delivered
751,192,93,2023-05-22,Customer 301,Shipped
752,141,56,2023-10-11,Customer 281,Shipped
753,150,71,2023-03-27,Customer 93,Pending
754,27,61,2023-12-17,Customer 386,Cancelled
755,84,14,2023-02-04,Customer 81,Shipped
756,92,55,2023-06-14,Customer 50,Cancelled
757,130,74,2023-07-16,Customer 52,Shipped
758,25,54,2023-06-06,Customer 307,Shipped
759,54,99,2023-12-21,Customer 447,Cancelled
760,187,33,2023-11-17,Customer 5,Delivered
761,88,66,2023-06-22,Customer 83,Pending
762,64,18,2023-04-02,Customer 372,Delivered
763,55,49,2023-05-20,Customer 109,Cancelled
764,136,77,2023-12-24,Customer 192,Cancelled
765,72,59,2023-09-19,Customer 231,Cancelled
766,30,48,2023-12-23,Customer 196,Delivered
767,56,61,2023-07-04,Customer 175,Cancelled
768,135,88,2023-10-07,Customer 487,Shipped
769,186,28,2023-05-15,Customer 144,Pending
770,109,44,2023-02-25,Customer 351,Pending
771,134,94,2023-12-20,Customer 399,Delivered
772,165,30,2023-02-02,Customer 57,Shipped
773,53,98,2023-09-23,Customer 434,Shipped
774,81,44,2023-09-20,Customer 148,Pending
775,115,42,2023-03-14,Customer 101,Pending
776,97,32,2023-03-25,Customer 64,Cancelled
777,123,76,2023-01-18,Customer 195,Pending
778,39,39,2023-07-06,Customer 90,Cancelled
779,169,77,2023-03-25,Customer 398,Delivered
780,60,45,2023-05-08,Customer 350,Cancelled
781,157,64,2023-06-07,Customer 319,Pending
782,53,87,2023-01-09,Customer 229,Shipped
783,68,86,2023-12-19,Customer 156,Shipped
784,117,32,2023-08-24,Customer 33,Pending
785,145,94,2023-06-04,Customer 351,Cancelled
786,173,84,2023-09-26,Customer 280,Delivered
787,194,1,2023-11-14,Customer 304,Cancelled
788,179,54,2023-06-30,Customer 320,Delivered
789,64,10,2023-06-08,Customer 418,Delivered
790,83,45,2023-01-14,Customer 79,Delivered
791,123,77,2023-10-24,Customer 402,Shipped
792,52,32,2023-08-09,Customer 103,Cancelled
793,49,89,2023-08-10,Customer 124,Pending
794,180,37,2023-07-16,Customer 127,Pending
795,10,79,2023-07-23,Customer 128,Cancelled
796,14,92,2023-06-10,Customer 24,Shipped
797,183,73,2023-09-03,Customer 114,Pending
798,133,60,2023-02-01,Customer 170,Cancelled
799,98,86,2023-05-07,Customer 62,Delivered
800,32,86,2023-04-10,Customer 272,Shipped
801,167,85,2023-07-06,Customer 55,Shipped
802,169,93,2023-01-06,Customer 432,Pending
803,140,24,2023-05-27,Customer 136,Pending
804,127,9,2023-02-19,Customer 439,Pending
805,154,87,2023-08-06,Customer 108,Delivered
806,152,41,2023-02-06,Customer 72,Pending
807,195,37,2023-09-11,Customer 415,Shipped
808,124,43,2023-06-29,Customer 361,Shipped
809,55,41,2023-07-05,Customer 314,Pending
810,27,11,2023-08-13,Customer 296,Shipped
811,41,32,2023-01-05,Customer 278,Cancelled
812,55,96,2023-01-24,Customer 3,Cancelled
813,164,57,2023-02-23,Customer 93,Shipped
814,66,34,2023-06-12,Customer 343,Delivered
815,11,26,2023-03-15,Customer 339,Pending
816,51,77,2023-06-30,Customer 157,Cancelled
817,115,34,2023-10-11,Customer 72,Delivered
818,50,80,2023-06-30,Customer 224,Delivered
819,183,57,2023-09-25,Customer 391,Delivered
820,97,96,2023-08-16,Customer 344,Shipped
821,165,27,2023-11-21,Customer 395,Delivered
822,121,62,2023-04-05,Customer 151,Delivered
823,152,99,2023-12-08,Customer 324,Delivered
824,65,98,2023-04-18,Customer 9,Shipped
825,193,49,2023-12-23,Customer 95,Cancelled
826,108,3,2023-06-27,Customer 101,Shipped
827,71,45,2023-04-11,Customer 368,Cancelled
828,77,95,2023-06-06,Customer 431,Pending
829,61,46,2023-01-27,Customer 29,Cancelled
830,79,30,2023-07-31,Customer 251,Shipped
831,192,9,2023-03-29,Customer 360,Delivered
832,26,18,2023-05-06,Customer 256,Cancelled
833,132,38,2023-12-18,Customer 42,Cancelled
834,95,87,2023-05-13,Customer 323,Pending
835,23,72,2023-09-18,Customer 499,Cancelled
836,103,80,2023-09-20,Customer 368,Shipped
837,81,69,2023-02-10,Customer 328,Pending
838,71,69,2023-07-23,Customer 490,Cancelled
839,149,26,2023-08-07,Customer 230,Cancelled
840,175,16,2023-11-14,Customer 31,Cancelled
841,116,9,2023-03-13,Customer 376,Delivered
842,114,38,2023-09-24,Customer 155,Shipped
843,4,54,2023-12-03,Customer 360,Delivered
844,160,12,2023-08-29,Customer 111,Pending
845,21,47,2023-08-15,Customer 36,Shipped
846,76,54,2023-10-11,Customer 193,Cancelled
847,154,18,2023-05-02,Customer 161,Shipped
848,34,5,2023-01-16,Customer 173,Cancelled
849,60,71,2023-07-08,Customer 242,Delivered
850,31,37,2023-02-17,Customer 342,Delivered
851,80,41,2023-10-31,Customer 172,Cancelled
852,56,85,2023-09-17,Customer 274,Pending
853,170,73,2023-04-25,Customer 254,Delivered
854,165,19,2023-12-16,Customer 17,Delivered
855,155,23,2023-03-02,Customer 103,Delivered
856,57,11,2023-03-11,Customer 351,Delivered
857,129,85,2023-08-18,Customer 282,Delivered
858,25,64,2023-02-22,Customer 321,Delivered
859,57,97,2023-10-18,Customer 442,Cancelled
860,21,96,2023-07-17,Customer 175,Cancelled
861,133,84,2023-04-09,Customer 187,Pending
862,12,68,2023-10-02,Customer 126,Pending
863,55,90,2023-11-09,Customer 89,Pending
864,72,1,2023-01-27,Customer 117,Cancelled
865,89,13,2023-08-08,Customer 179,Shipped
866,74,82,2023-08-12,Customer 80,Shipped
867,31,26,2023-03-12,Customer 318,Cancelled
868,41,61,2023-04-08,Customer 415,Shipped
869,130,42,2023-08-05,Customer 72,Shipped
870,128,94,2023-12-16,Customer 120,Shipped
871,4,48,2023-04-12,Customer 487,Shipped
872,56,21,2023-11-17,Customer 61,Pending
873,15,32,2023-12-21,Customer 140,Cancelled
874,82,39,2023-05-05,Customer 234,Shipped
875,10,65,2023-10-20,Customer 102,Delivered
876,162,9,2023-07-22,Customer 295,Cancelled
877,4,20,2023-06-24,Customer 398,Shipped
878,34,2,2023-06-18,Customer 71,Cancelled
879,131,41,2023-09-05,Customer 238,Cancelled
880,64,83,2023-12-18,Customer 480,Pending
881,162,14,2023-07-01,Customer 85,Shipped
882,171,65,2023-09-10,Customer 498,Pending
883,103,67,2023-05-30,Customer 109,Delivered
884,166,28,2023-02-09,Customer 213,Delivered
885,171,59,2023-02-22,Customer 125,Shipped
886,63,75,2023-10-29,Customer 113,Pending
887,197,31,2023-07-06,Customer 424,Shipped
888,122,4,2023-01-06,Customer 5,Cancelled
889,118,2,2023-05-29,Customer 194,Cancelled
890,35,36,2023-08-02,Customer 470,Shipped
891,14,61,2023-12-25,Customer 120,Cancelled
892,54,95,2023-10-19,Customer 102,Shipped
893,107,46,2023-12-15,Customer 491,Cancelled
894,157,22,2023-11-12,Customer 480,Delivered
895,189,83,2023-04-28,Customer 204,Pending
896,33,12,2023-06-20,Customer 71,Delivered
897,47,65,2023-12-07,Customer 399,Pending
898,160,36,2023-07-10,Customer 498,Shipped
899,90,63,2023-10-24,Customer 127,Delivered
900,39,46,2023-06-09,Customer 269,Pending
901,182,46,2023-10-30,Customer 16,Delivered
902,5,39,2023-02-23,Customer 287,Cancelled
903,104,59,2023-10-22,Customer 76,Cancelled
904,157,86,2023-02-04,Customer 374,Cancelled
905,123,64,2023-05-13,Customer 481,Delivered
906,196,54,2023-08-20,Customer 49,Pending
907,38,51,2023-10-18,Customer 368,Pending
908,101,24,2023-03-11,Customer 203,Cancelled
909,86,42,2023-07-20,Customer 492,Pending
910,45,78,2023-08-26,Customer 441,Shipped
911,78,99,2023-11-28,Customer 175,Pending
912,19,20,2023-02-21,Customer 439,Shipped
913,108,7,2023-01-12,Customer 202,Shipped
914,141,5,2023-11-27,Customer 331,Pending
915,196,87,2023-07-23,Customer 17,Pending
916,29,40,2023-12-24,Customer 475,Shipped
917,25,4,2023-03-05,Customer 70,Pending
918,96,88,2023-07-07,Customer 73,Shipped
919,42,95,2023-10-20,Customer 89,Shipped
920,50,85,2023-06-22,Customer 154,Pending
921,10,18,2023-07-02,Customer 35,Cancelled
922,141,2,2023-02-20,Customer 431,Cancelled
923,74,14,2023-03-11,Customer 324,Shipped
924,76,25,2023-07-22,Customer 155,Delivered
925,33,42,2023-08-17,Customer 87,Cancelled
926,32,63,2023-09-30,Customer 396,Shipped
927,86,5,2023-05-13,Customer 382,Delivered
928,40,31,2023-06-10,Customer 56,Delivered
929,138,11,2023-04-06,Customer 31,Cancelled
930,83,74,2023-06-27,Customer 244,Cancelled
931,36,86,2023-01-16,Customer 446,Delivered
932,111,56,2023-09-22,Customer 416,Cancelled
933,121,45,2023-07-20,Customer 45,Delivered
934,184,76,2023-11-05,Customer 217,Pending
935,100,62,2023-12-12,Customer 459,Shipped
936,72,91,2023-07-24,Customer 64,Cancelled
937,60,62,2023-08-20,Customer 239,Pending
938,151,37,2023-09-07,Customer 224,Delivered
939,125,36,2023-02-04,Customer 322,Cancelled
940,173,40,2023-08-29,Customer 41,Delivered
941,72,87,2023-05-23,Customer 380,Cancelled
942,179,16,2023-07-23,Customer 487,Delivered
943,116,66,2023-12-17,Customer 294,Delivered
944,17,25,2023-07-03,Customer 280,Delivered
945,116,87,2023-11-25,Customer 274,Delivered
946,186,51,2023-06-06,Customer 177,Cancelled
947,141,13,2023-03-31,Customer 431,Shipped
948,167,53,2023-10-05,Customer 197,Cancelled
949,113,65,2023-09-30,Customer 126,Cancelled
950,8,8,2023-06-10,Customer 215,Shipped
951,58,36,2023-04-30,Customer 364,Delivered
952,168,86,2023-05-04,Customer 106,Cancelled
953,114,90,2023-04-26,Customer 481,Delivered
954,149,40,2023-02-14,Customer 481,Cancelled
955,80,92,2023-04-21,Customer 244,Shipped
956,49,44,2023-01-20,Customer 236,Pending
957,11,79,2023-01-21,Customer 353,Delivered
958,11,16,2023-04-02,Customer 273,Delivered
959,119,40,2023-01-10,Customer 18,Shipped
960,171,12,2023-11-10,Customer 460,Shipped
961,29,84,2023-08-23,Customer 21,Shipped
962,195,53,2023-06-04,Customer 86,Cancelled
963,197,56,2023-03-08,Customer 137,Delivered
964,78,84,2023-08-08,Customer 28,Shipped
965,85,92,2023-08-04,Customer 313,Delivered
966,162,75,2023-03-31,Customer 59,Shipped
967,168,4,2023-12-23,Customer 496,Cancelled
968,39,32,2023-03-14,Customer 130,Cancelled
969,184,95,2023-06-04,Customer 420,Shipped
970,14,25,2023-06-04,Customer 347,Delivered
971,10,5,2023-04-15,Customer 273,Shipped
972,128,47,2023-08-13,Customer 87,Cancelled
973,67,84,2023-06-06,Customer 372,Delivered
974,189,21,2023-05-27,Customer 219,Shipped
975,154,44,2023-04-19,Customer 430,Pending
976,11,21,2023-05-28,Customer 14,Delivered
977,116,77,2023-06-15,Customer 209,Cancelled
978,39,70,2023-05-03,Customer 265,Shipped
979,59,60,2023-12-25,Customer 429,Cancelled
980,86,2,2023-03-28,Customer 200,Delivered
981,174,37,2023-01-20,Customer 213,Shipped
982,154,27,2023-12-17,Customer 88,Delivered
983,172,57,2023-10-26,Customer 345,Pending
984,81,86,2023-01-10,Customer 15,Cancelled
985,26,92,2023-08-23,Customer 110,Pending
986,77,57,2023-12-07,Customer 25,Cancelled
987,125,23,2023-05-24,Customer 471,Delivered
988,72,23,2023-05-02,Customer 40,Cancelled
989,5,99,2023-09-10,Customer 84,Shipped
990,159,62,2023-08-01,Customer 97,Shipped
991,104,54,2023-07-02,Customer 29,Cancelled
992,180,89,2023-03-04,Customer 334,Shipped
993,54,2,2023-11-06,Customer 94,Shipped
994,31,31,2023-08-07,Customer 391,Cancelled
995,170,81,2023-04-05,Customer 364,Cancelled
996,62,12,2023-04-27,Customer 159,Delivered
997,78,7,2023-04-11,Customer 254,Cancelled
998,94,58,2023-07-22,Customer 22,Shipped
999,144,92,2023-07-14,Customer 233,Pending
1000,67,56,2023-01-14,Customer 25,Cancelled
1001,87,81,2023-02-03,Customer 415,Pending
1002,27,44,2023-08-13,Customer 24,Cancelled
1003,24,33,2023-07-18,Customer 121,Cancelled
1004,3,34,2023-10-16,Customer 414,Shipped
1005,34,22,2023-08-24,Customer 276,Cancelled
1006,192,5,2023-08-07,Customer 490,Pending
1007,103,95,2023-10-05,Customer 258,Pending
1008,188,98,2023-12-10,Customer 414,Shipped
1009,92,88,2023-11-16,Customer 66,Shipped
1010,104,72,2023-07-01,Customer 316,Shipped
1011,195,40,2023-03-02,Customer 367,Pending
1012,117,33,2023-05-19,Customer 299,Cancelled
1013,70,19,2023-04-20,Customer 289,Cancelled
1014,116,23,2023-01-28,Customer 227,Delivered
1015,127,36,2023-08-21,Customer 187,Shipped
1016,167,51,2023-01-24,Customer 149,Shipped
1017,185,48,2023-04-23,Customer 133,Delivered
1018,34,7,2023-10-20,Customer 71,Shipped
1019,186,24,2023-03-06,Customer 97,Shipped
1020,182,84,2023-06-14,Customer 219,Pending
1021,21,27,2023-03-22,Customer 185,Shipped
1022,9,74,2023-07-30,Customer 488,Cancelled
1023,184,3,2023-05-12,Customer 482,Delivered
1024,130,48,2023-09-29,Customer 166,Shipped
1025,109,37,2023-05-19,Customer 289,Pending
1026,113,60,2023-07-02,Customer 341,Cancelled
1027,130,75,2023-07-12,Customer 445,Shipped
1028,130,2,2023-05-26,Customer 41,Shipped
1029,38,7,2023-06-26,Customer 3,Cancelled
1030,185,1,2023-02-20,Customer 204,Pending
1031,88,15,2023-04-17,Customer 197,Cancelled
1032,80,8,2023-10-29,Customer 456,Cancelled
1033,58,22,2023-09-29,Customer 373,Pending
1034,190,32,2023-12-19,Customer 87,Pending
1035,184,93,2023-02-23,Customer 17,Shipped
1036,156,40,2023-05-02,Customer 186,Shipped
1037,18,25,2023-02-28,Customer 261,Cancelled
1038,100,31,2023-02-27,Customer 325,Delivered
1039,18,35,2023-01-24,Customer 288,Shipped
1040,79,12,2023-01-10,Customer 128,Delivered
1041,71,97,2023-05-17,Customer 18,Pending
1042,106,49,2023-09-20,Customer 287,Delivered
1043,188,84,2023-04-09,Customer 70,Pending
1044,63,87,2023-06-14,Customer 421,Delivered
1045,175,29,2023-05-08,Customer 253,Delivered
1046,87,54,2023-02-15,Customer 35,Shipped
1047,88,13,2023-01-16,Customer 461,Pending
1048,8,52,2023-03-21,Customer 304,Pending
1049,28,47,2023-01-22,Customer 459,Pending
1050,143,31,2023-11-14,Customer 222,Shipped
1051,34,27,2023-07-17,Customer 309,Cancelled
1052,28,22,2023-12-04,Customer 75,Pending
1053,83,45,2023-11-25,Customer 384,Shipped
1054,151,6,2023-08-09,Customer 158,Cancelled
1055,26,47,2023-03-22,Customer 105,Shipped
1056,13,32,2023-05-26,Customer 45,Delivered
1057,200,4,2023-12-05,Customer 358,Cancelled
1058,54,31,2023-09-28,Customer 121,Cancelled
1059,91,24,2023-07-11,Customer 421,Cancelled
1060,150,23,2023-11-12,Customer 26,Shipped
1061,177,34,2023-06-20,Customer 438,Delivered
1062,162,80,2023-07-03,Customer 284,Cancelled
1063,43,2,2023-01-27,Customer 2,Delivered
1064,111,71,2023-07-22,Customer 403,Cancelled
1065,182,51,2023-06-22,Customer 234,Shipped
1066,85,42,2023-08-23,Customer 34,Pending
1067,38,53,2023-12-20,Customer 79,Pending
1068,145,75,2023-01-26,Customer 362,Pending
1069,190,16,2023-04-20,Customer 391,Shipped
1070,141,7,2023-04-01,Customer 121,Shipped
1071,119,23,2023-04-15,Customer 61,Shipped
1072,135,83,2023-07-11,Customer 397,Pending
1073,68,44,2023-06-09,Customer 411,Cancelled
1074,83,74,2023-12-31,Customer 164,Pending
1075,85,35,2023-10-01,Customer 75,Shipped
1076,174,82,2023-05-22,Customer 406,Delivered
1077,31,78,2023-08-16,Customer 115,Cancelled
1078,135,21,2023-10-05,Customer 496,Pending
1079,119,66,2023-08-19,Customer 429,Cancelled
1080,147,10,2023-06-10,Customer 276,Cancelled
1081,81,32,2023-02-19,Customer 133,Pending
1082,8,78,2023-06-23,Customer 223,Shipped
1083,79,50,2023-03-27,Customer 175,Shipped
1084,31,8,2023-08-25,Customer 132,Pending
1085,71,84,2023-06-02,Customer 59,Cancelled
1086,147,17,2023-02-20,Customer 315,Delivered
1087,61,36,2023-07-23,Customer 453,Pending
1088,62,99,2023-12-04,Customer 303,Pending
1089,94,19,2023-02-13,Customer 22,Pending
1090,181,58,2023-12-25,Customer 194,Shipped
1091,71,14,2023-05-10,Customer 389,Cancelled
1092,73,70,2023-11-20,Customer 116,Cancelled
1093,167,78,2023-11-02,Customer 205,Shipped
1094,97,62,2023-10-25,Customer 407,Delivered
1095,38,62,2023-12-16,Customer 457,Delivered
1096,74,12,2023-05-15,Customer 423,Cancelled
1097,132,54,2023-03-21,Customer 378,Pending
1098,132,37,2023-12-30,Customer 235,Delivered
1099,106,83,2023-07-02,Customer 284,Pending
1100,40,71,2023-02-19,Customer 144,Cancelled
1101,19,10,2023-11-29,Customer 365,Delivered
1102,97,27,2023-10-06,Customer 74,Delivered
1103,193,65,2023-03-17,Customer 208,Shipped
1104,76,84,2023-05-19,Customer 394,Pending
1105,87,12,2023-12-18,Customer 354,Pending
1106,107,10,2023-05-15,Customer 242,Shipped
1107,126,27,2023-05-11,Customer 194,Pending
1108,9,2,2023-11-16,Customer 294,Cancelled
1109,21,87,2023-02-06,Customer 110,Cancelled
1110,102,69,2023-06-29,Customer 418,Shipped
1111,64,23,2023-12-02,Customer 296,Shipped
1112,51,80,2023-09-25,Customer 109,Shipped
1113,118,37,2023-08-23,Customer 46,Shipped
1114,195,21,2023-10-23,Customer 146,Shipped
1115,155,34,2023-11-25,Customer 190,Delivered
1116,152,94,2023-07-29,Customer 120,Pending
1117,178,62,2023-04-15,Customer 313,Cancelled
1118,109,31,2023-09-25,Customer 173,Shipped
1119,80,53,2023-07-08,Customer 487,Pending
1120,58,89,2023-04-26,Customer 236,Shipped
1121,199,41,2023-06-07,Customer 313,Delivered
1122,197,74,2023-04-20,Customer 228,Shipped
1123,111,16,2023-03-22,Customer 361,Shipped
1124,21,17,2023-02-26,Customer 215,Delivered
1125,84,91,2023-03-12,Customer 432,Cancelled
1126,69,29,2023-03-19,Customer 384,Shipped
1127,104,49,2023-08-22,Customer 482,Delivered
1128,120,44,2023-02-09,Customer 36,Cancelled
1129,7,66,2023-02-26,Customer 360,Pending
1130,133,39,2023-12-29,Customer 354,Shipped
1131,181,43,2023-04-11,Customer 357,Cancelled
1132,33,22,2023-08-17,Customer 491,Cancelled
1133,89,18,2023-06-08,Customer 83,Pending
1134,120,13,2023-07-20,Customer 130,Cancelled
1135,77,12,2023-08-28,Customer 474,Cancelled
1136,129,65,2023-11-11,Customer 432,Cancelled
1137,8,40,2023-01-02,Customer 137,Delivered
1138,96,62,2023-03-21,Customer 497,Pending
1139,176,51,2023-10-10,Customer 418,Cancelled
1140,29,28,2023-08-22,Customer 454,Pending
1141,18,13,2023-07-23,Customer 445,Pending
1142,152,33,2023-06-14,Customer 440,Pending
1143,32,91,2023-10-17,Customer 219,Shipped
1144,58,73,2023-12-01,Customer 478,Cancelled
1145,183,14,2023-08-11,Customer 386,Delivered
1146,116,50,2023-06-23,Customer 251,Cancelled
1147,100,94,2023-01-05,Customer 223,Cancelled
1148,102,38,2023-10-12,Customer 196,Shipped
1149,4,46,2023-05-01,Customer 492,Pending
1150,44,13,2023-06-21,Customer 137,Shipped
1151,85,42,2023-01-13,Customer 497,Delivered
1152,42,24,2023-10-17,Customer 345,Pending
1153,99,2,2023-08-15,Customer 225,Cancelled
1154,66,86,2023-05-10,Customer 452,Delivered
1155,177,33,2023-02-14,Customer 194,Cancelled
